CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
ab0ed3240741;airflow-airflow-webserver-1;0.11%;993.1MiB / 7.463GiB;12.99%; 16.8MB / 9.33MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.19%;211.1MiB / 7.463GiB;2.76%;6.93MB / 8.83MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.09%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.34%; 233.2MiB / 7.463GiB;3.05%;3.62GB / 50.9MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.67%;80.32MiB / 7.463GiB;1.05%;65.2MB / 72.4MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;12.82MiB / 7.463GiB;0.17%;1.2MB / 1.01MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;64.59%; 1.851GiB / 7.463GiB;24.80%; 3.52GB / 3.63GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;2.81%;270.1MiB / 7.463GiB;3.53%;47.5MB / 48.1MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.11%;993.1MiB / 7.463GiB;12.99%; 16.8MB / 9.33MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.19%;211.1MiB / 7.463GiB;2.76%;6.93MB / 8.83MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.09%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.34%; 233.2MiB / 7.463GiB;3.05%;3.62GB / 50.9MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.67%;80.32MiB / 7.463GiB;1.05%;65.2MB / 72.4MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;12.82MiB / 7.463GiB;0.17%;1.2MB / 1.01MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.83%; 1.851GiB / 7.463GiB;24.80%; 3.52GB / 3.63GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;3.25%;270.1MiB / 7.463GiB;3.53%;47.5MB / 48.1MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;2.01%;993.2MiB / 7.463GiB;13.00%; 16.9MB / 9.34MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.05%;211.1MiB / 7.463GiB;2.76%;6.94MB / 8.84MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.10%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;29.90%; 233.2MiB / 7.463GiB;3.05%;3.63GB / 51MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;5.76%;80.25MiB / 7.463GiB;1.05%;65.2MB / 72.5MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;12.94MiB / 7.463GiB;0.17%;1.2MB / 1.01MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.83%; 1.851GiB / 7.463GiB;24.80%; 3.52GB / 3.63GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;3.25%;270.1MiB / 7.463GiB;3.53%;47.5MB / 48.1MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;2.01%;993.2MiB / 7.463GiB;13.00%; 16.9MB / 9.34MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.05%;211.1MiB / 7.463GiB;2.76%;6.94MB / 8.84MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.10%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;29.90%; 233.2MiB / 7.463GiB;3.05%;3.63GB / 51MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;5.76%;80.25MiB / 7.463GiB;1.05%;65.2MB / 72.5MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;12.94MiB / 7.463GiB;0.17%;1.2MB / 1.01MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;68.88%; 1.848GiB / 7.463GiB;24.76%; 3.52GB / 3.63GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;3.12%;270.1MiB / 7.463GiB;3.53%;47.5MB / 48.1MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.10%;993.1MiB / 7.463GiB;12.99%; 16.9MB / 9.34MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.82%;211.1MiB / 7.463GiB;2.76%;6.94MB / 8.84MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.09%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;21.46%; 233.4MiB / 7.463GiB;3.05%;3.63GB / 51.1MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.63%;80.27MiB / 7.463GiB;1.05%;65.2MB / 72.5MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;12.94MiB / 7.463GiB;0.17%;1.2MB / 1.01MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;68.88%; 1.848GiB / 7.463GiB;24.76%; 3.52GB / 3.63GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;3.12%;270.1MiB / 7.463GiB;3.53%;47.5MB / 48.1MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.10%;993.1MiB / 7.463GiB;12.99%; 16.9MB / 9.34MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.82%;211.1MiB / 7.463GiB;2.76%;6.94MB / 8.84MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.09%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;21.46%; 233.4MiB / 7.463GiB;3.05%;3.63GB / 51.1MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.63%;80.27MiB / 7.463GiB;1.05%;65.2MB / 72.5MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;12.94MiB / 7.463GiB;0.17%;1.2MB / 1.01MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.65%; 1.848GiB / 7.463GiB;24.76%; 3.52GB / 3.64GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;26.18%; 270.2MiB / 7.463GiB;3.54%;47.6MB / 48.1MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.13%;993.1MiB / 7.463GiB;12.99%; 16.9MB / 9.34MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.86%;211.1MiB / 7.463GiB;2.76%;6.95MB / 8.85MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.13%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.30%; 233.5MiB / 7.463GiB;3.06%;3.63GB / 51.3MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.39%;80.39MiB / 7.463GiB;1.05%;65.3MB / 72.5MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;12.81MiB / 7.463GiB;0.17%;1.2MB / 1.02MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.65%; 1.848GiB / 7.463GiB;24.76%; 3.52GB / 3.64GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;26.18%; 270.2MiB / 7.463GiB;3.54%;47.6MB / 48.1MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.13%;993.1MiB / 7.463GiB;12.99%; 16.9MB / 9.34MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.86%;211.1MiB / 7.463GiB;2.76%;6.95MB / 8.85MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.13%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.30%; 233.5MiB / 7.463GiB;3.06%;3.63GB / 51.3MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.39%;80.39MiB / 7.463GiB;1.05%;65.3MB / 72.5MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;12.81MiB / 7.463GiB;0.17%;1.2MB / 1.02MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;113.11%;1.867GiB / 7.463GiB;25.01%; 3.52GB / 3.64GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;4.63%;270.1MiB / 7.463GiB;3.53%;47.6MB / 48.2MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;1.96%;993.1MiB / 7.463GiB;12.99%; 16.9MB / 9.35MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.88%;211.1MiB / 7.463GiB;2.76%;6.95MB / 8.86MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.07%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.14%; 233.7MiB / 7.463GiB;3.06%;3.64GB / 51.4MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.82%;80.27MiB / 7.463GiB;1.05%;65.3MB / 72.6MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;12.94MiB / 7.463GiB;0.17%;1.2MB / 1.02MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;113.11%;1.867GiB / 7.463GiB;25.01%; 3.52GB / 3.64GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;4.63%;270.1MiB / 7.463GiB;3.53%;47.6MB / 48.2MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;1.96%;993.1MiB / 7.463GiB;12.99%; 16.9MB / 9.35MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.88%;211.1MiB / 7.463GiB;2.76%;6.95MB / 8.86MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.07%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.14%; 233.7MiB / 7.463GiB;3.06%;3.64GB / 51.4MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.82%;80.27MiB / 7.463GiB;1.05%;65.3MB / 72.6MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;12.94MiB / 7.463GiB;0.17%;1.2MB / 1.02MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;155.77%;1.848GiB / 7.463GiB;24.77%; 3.53GB / 3.65GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;2.88%;270.1MiB / 7.463GiB;3.53%;47.6MB / 48.2MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.09%;993.1MiB / 7.463GiB;12.99%; 16.9MB / 9.35MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.94%;211.1MiB / 7.463GiB;2.76%;6.96MB / 8.86MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.09%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.25%; 233.8MiB / 7.463GiB;3.06%;3.64GB / 51.6MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.39%;80.26MiB / 7.463GiB;1.05%;65.4MB / 72.6MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.21%;12.82MiB / 7.463GiB;0.17%;1.21MB / 1.02MB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;155.77%;1.848GiB / 7.463GiB;24.77%; 3.53GB / 3.65GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;2.88%;270.1MiB / 7.463GiB;3.53%;47.6MB / 48.2MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.09%;993.1MiB / 7.463GiB;12.99%; 16.9MB / 9.35MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.94%;211.1MiB / 7.463GiB;2.76%;6.96MB / 8.86MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.09%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.25%; 233.8MiB / 7.463GiB;3.06%;3.64GB / 51.6MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.39%;80.26MiB / 7.463GiB;1.05%;65.4MB / 72.6MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.21%;12.82MiB / 7.463GiB;0.17%;1.21MB / 1.02MB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.93%; 1.849GiB / 7.463GiB;24.77%; 3.53GB / 3.65GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;2.73%;270.1MiB / 7.463GiB;3.53%;47.7MB / 48.2MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.10%;993.1MiB / 7.463GiB;12.99%; 16.9MB / 9.35MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.97%;211.1MiB / 7.463GiB;2.76%;6.96MB / 8.87MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.07%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;29.25%; 234.1MiB / 7.463GiB;3.06%;3.65GB / 51.7MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.52%;80.26MiB / 7.463GiB;1.05%;65.4MB / 72.6MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.74%;12.84MiB / 7.463GiB;0.17%;1.21MB / 1.02MB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.93%; 1.849GiB / 7.463GiB;24.77%; 3.53GB / 3.65GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;2.73%;270.1MiB / 7.463GiB;3.53%;47.7MB / 48.2MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.10%;993.1MiB / 7.463GiB;12.99%; 16.9MB / 9.35MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.97%;211.1MiB / 7.463GiB;2.76%;6.96MB / 8.87MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.07%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;29.25%; 234.1MiB / 7.463GiB;3.06%;3.65GB / 51.7MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.52%;80.26MiB / 7.463GiB;1.05%;65.4MB / 72.6MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.74%;12.84MiB / 7.463GiB;0.17%;1.21MB / 1.02MB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.41%; 1.849GiB / 7.463GiB;24.77%; 3.53GB / 3.65GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;2.73%;270.1MiB / 7.463GiB;3.53%;47.7MB / 48.2MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.10%;993.1MiB / 7.463GiB;12.99%; 16.9MB / 9.35MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.90%;211.1MiB / 7.463GiB;2.76%;6.97MB / 8.88MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.11%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.58%; 234.1MiB / 7.463GiB;3.06%;3.65GB / 51.9MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.52%;80.26MiB / 7.463GiB;1.05%;65.4MB / 72.6MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;12.82MiB / 7.463GiB;0.17%;1.21MB / 1.02MB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.41%; 1.849GiB / 7.463GiB;24.77%; 3.53GB / 3.65GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;5.30%;270.1MiB / 7.463GiB;3.53%;47.7MB / 48.3MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;1.94%;993.1MiB / 7.463GiB;12.99%; 16.9MB / 9.37MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.90%;211.1MiB / 7.463GiB;2.76%;6.97MB / 8.88MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.11%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.58%; 234.1MiB / 7.463GiB;3.06%;3.65GB / 51.9MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;3.22%;80.27MiB / 7.463GiB;1.05%;65.4MB / 72.7MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;12.82MiB / 7.463GiB;0.17%;1.21MB / 1.02MB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.41%; 1.849GiB / 7.463GiB;24.77%; 3.53GB / 3.65GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;5.30%;270.1MiB / 7.463GiB;3.53%;47.7MB / 48.3MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;1.94%;993.1MiB / 7.463GiB;12.99%; 16.9MB / 9.37MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.90%;211.1MiB / 7.463GiB;2.76%;6.97MB / 8.88MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.11%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.58%; 234.1MiB / 7.463GiB;3.06%;3.65GB / 51.9MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;3.22%;80.27MiB / 7.463GiB;1.05%;65.4MB / 72.7MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;12.82MiB / 7.463GiB;0.17%;1.21MB / 1.02MB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;60.90%; 1.849GiB / 7.463GiB;24.78%; 3.53GB / 3.66GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;158.75%;361.2MiB / 7.463GiB;4.73%;47.7MB / 48.3MB;0B / 0B;21
ab0ed3240741;airflow-airflow-webserver-1;0.10%;993.1MiB / 7.463GiB;12.99%; 16.9MB / 9.37MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.86%;211.1MiB / 7.463GiB;2.76%;6.97MB / 8.88MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.14%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.09%; 234.4MiB / 7.463GiB;3.07%;3.65GB / 52MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.40%;80.27MiB / 7.463GiB;1.05%;65.5MB / 72.7MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.10%;12.82MiB / 7.463GiB;0.17%;1.21MB / 1.02MB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;60.90%; 1.849GiB / 7.463GiB;24.78%; 3.53GB / 3.66GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;158.75%;361.2MiB / 7.463GiB;4.73%;47.7MB / 48.3MB;0B / 0B;21
ab0ed3240741;airflow-airflow-webserver-1;0.10%;993.1MiB / 7.463GiB;12.99%; 16.9MB / 9.37MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.86%;211.1MiB / 7.463GiB;2.76%;6.97MB / 8.88MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.14%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.09%; 234.4MiB / 7.463GiB;3.07%;3.65GB / 52MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.40%;80.27MiB / 7.463GiB;1.05%;65.5MB / 72.7MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.10%;12.82MiB / 7.463GiB;0.17%;1.21MB / 1.02MB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;61.25%; 1.85GiB / 7.463GiB; 24.78%; 3.53GB / 3.66GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;16.70%; 270.1MiB / 7.463GiB;3.53%;47.7MB / 48.3MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.09%;993.1MiB / 7.463GiB;12.99%; 16.9MB / 9.37MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.92%;211.1MiB / 7.463GiB;2.76%;6.98MB / 8.89MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.09%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.58%; 234.5MiB / 7.463GiB;3.07%;3.66GB / 52.1MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.97%;80.27MiB / 7.463GiB;1.05%;65.5MB / 72.8MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;12.81MiB / 7.463GiB;0.17%;1.21MB / 1.02MB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;61.25%; 1.85GiB / 7.463GiB; 24.78%; 3.53GB / 3.66GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;16.70%; 270.1MiB / 7.463GiB;3.53%;47.7MB / 48.3MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.09%;993.1MiB / 7.463GiB;12.99%; 16.9MB / 9.37MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.92%;211.1MiB / 7.463GiB;2.76%;6.98MB / 8.89MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.09%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.58%; 234.5MiB / 7.463GiB;3.07%;3.66GB / 52.1MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.97%;80.27MiB / 7.463GiB;1.05%;65.5MB / 72.8MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;12.81MiB / 7.463GiB;0.17%;1.21MB / 1.02MB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.67%; 1.85GiB / 7.463GiB; 24.79%; 3.53GB / 3.67GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;2.42%;270.1MiB / 7.463GiB;3.53%;47.8MB / 48.3MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;1.86%;993.1MiB / 7.463GiB;13.00%; 16.9MB / 9.38MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.97%;211.1MiB / 7.463GiB;2.76%;6.98MB / 8.89MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.10%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.33%; 234.7MiB / 7.463GiB;3.07%;3.66GB / 52.3MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.64%;80.35MiB / 7.463GiB;1.05%;65.5MB / 72.8MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.09%;12.81MiB / 7.463GiB;0.17%;1.21MB / 1.02MB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.67%; 1.85GiB / 7.463GiB; 24.79%; 3.53GB / 3.67GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;2.42%;270.1MiB / 7.463GiB;3.53%;47.8MB / 48.3MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;1.86%;993.1MiB / 7.463GiB;13.00%; 16.9MB / 9.38MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.97%;211.1MiB / 7.463GiB;2.76%;6.98MB / 8.89MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.10%;201.7MiB / 7.463GiB;2.64%;2.05MB / 3.47GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.33%; 234.7MiB / 7.463GiB;3.07%;3.66GB / 52.3MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.64%;80.35MiB / 7.463GiB;1.05%;65.5MB / 72.8MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.09%;12.81MiB / 7.463GiB;0.17%;1.21MB / 1.02MB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;68.48%; 1.85GiB / 7.463GiB; 24.79%; 3.53GB / 3.67GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;2.51%;270.3MiB / 7.463GiB;3.54%;47.8MB / 48.3MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.10%;993.1MiB / 7.463GiB;13.00%; 16.9MB / 9.38MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.85%;211.1MiB / 7.463GiB;2.76%;6.99MB / 8.9MB; 0B / 0B;7
