CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
931cd589197c;airflow-redis-1;0.11%;13.12MiB / 7.463GiB;0.17%;1.41MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.29%; 1.832GiB / 7.463GiB;24.55%; 4.25GB / 4.47GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;2.90%;268.7MiB / 7.463GiB;3.52%;56.9MB / 57.5MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.09%;987.9MiB / 7.463GiB;12.93%; 19.5MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;85.43%; 211MiB / 7.463GiB;2.76%;8.18MB / 10.4MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.11%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;28.74%; 237.4MiB / 7.463GiB;3.11%;4.47GB / 81.5MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.05%;80.57MiB / 7.463GiB;1.05%;77.6MB / 86MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;13.12MiB / 7.463GiB;0.17%;1.41MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.74%; 1.833GiB / 7.463GiB;24.56%; 4.25GB / 4.48GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;2.50%;268.7MiB / 7.463GiB;3.52%;57MB / 57.6MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;1.94%;988MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.75%;210.9MiB / 7.463GiB;2.76%;8.18MB / 10.4MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.15%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.14%; 237.3MiB / 7.463GiB;3.11%;4.47GB / 81.6MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.76%;80.76MiB / 7.463GiB;1.06%;77.6MB / 86MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.10%;13.12MiB / 7.463GiB;0.17%;1.41MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.74%; 1.833GiB / 7.463GiB;24.56%; 4.25GB / 4.48GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;2.50%;268.7MiB / 7.463GiB;3.52%;57MB / 57.6MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;1.94%;988MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.75%;210.9MiB / 7.463GiB;2.76%;8.18MB / 10.4MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.15%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.14%; 237.3MiB / 7.463GiB;3.11%;4.47GB / 81.6MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.76%;80.76MiB / 7.463GiB;1.06%;77.6MB / 86MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.10%;13.12MiB / 7.463GiB;0.17%;1.41MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.30%; 1.834GiB / 7.463GiB;24.57%; 4.25GB / 4.48GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;3.02%;268.7MiB / 7.463GiB;3.52%;57MB / 57.6MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.09%;987.9MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.86%;210.9MiB / 7.463GiB;2.76%;8.19MB / 10.4MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.11%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.03%; 237.6MiB / 7.463GiB;3.11%;4.47GB / 81.8MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.50%;80.57MiB / 7.463GiB;1.05%;77.7MB / 86.1MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.13%;13.12MiB / 7.463GiB;0.17%;1.41MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.30%; 1.834GiB / 7.463GiB;24.57%; 4.25GB / 4.48GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;3.02%;268.7MiB / 7.463GiB;3.52%;57MB / 57.6MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.09%;987.9MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.86%;210.9MiB / 7.463GiB;2.76%;8.19MB / 10.4MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.11%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.03%; 237.6MiB / 7.463GiB;3.11%;4.47GB / 81.8MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.50%;80.57MiB / 7.463GiB;1.05%;77.7MB / 86.1MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.13%;13.12MiB / 7.463GiB;0.17%;1.41MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.14%; 1.834GiB / 7.463GiB;24.58%; 4.25GB / 4.48GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;3.08%;268.7MiB / 7.463GiB;3.52%;57MB / 57.6MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.09%;987.9MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.86%;210.9MiB / 7.463GiB;2.76%;8.19MB / 10.4MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.09%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.66%; 237.7MiB / 7.463GiB;3.11%;4.48GB / 81.9MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.53%;80.57MiB / 7.463GiB;1.05%;77.7MB / 86.1MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;13.12MiB / 7.463GiB;0.17%;1.41MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.14%; 1.834GiB / 7.463GiB;24.58%; 4.25GB / 4.48GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;3.08%;268.7MiB / 7.463GiB;3.52%;57MB / 57.6MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.09%;987.9MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.86%;210.9MiB / 7.463GiB;2.76%;8.19MB / 10.4MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.09%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.66%; 237.7MiB / 7.463GiB;3.11%;4.48GB / 81.9MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.53%;80.57MiB / 7.463GiB;1.05%;77.7MB / 86.1MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;13.12MiB / 7.463GiB;0.17%;1.41MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;63.04%; 1.835GiB / 7.463GiB;24.59%; 4.25GB / 4.49GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;2.63%;268.7MiB / 7.463GiB;3.52%;57MB / 57.6MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;2.11%;988MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.88%;210.9MiB / 7.463GiB;2.76%;8.2MB / 10.4MB; 0B / 0B;7
7f1a097997c1;airflow-minio-1;0.10%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.75%; 237.8MiB / 7.463GiB;3.11%;4.48GB / 82MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;4.89%;80.57MiB / 7.463GiB;1.05%;77.7MB / 86.1MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.14%;13.24MiB / 7.463GiB;0.17%;1.41MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;63.04%; 1.835GiB / 7.463GiB;24.59%; 4.25GB / 4.49GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;2.63%;268.7MiB / 7.463GiB;3.52%;57MB / 57.6MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;2.11%;988MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.88%;210.9MiB / 7.463GiB;2.76%;8.2MB / 10.4MB; 0B / 0B;7
7f1a097997c1;airflow-minio-1;0.10%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.75%; 237.8MiB / 7.463GiB;3.11%;4.48GB / 82MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;4.89%;80.57MiB / 7.463GiB;1.05%;77.7MB / 86.1MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.14%;13.24MiB / 7.463GiB;0.17%;1.41MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;63.06%; 1.836GiB / 7.463GiB;24.60%; 4.25GB / 4.49GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;2.44%;268.7MiB / 7.463GiB;3.52%;57MB / 57.6MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.11%;987.9MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.11%;210.9MiB / 7.463GiB;2.76%;8.2MB / 10.5MB; 0B / 0B;7
7f1a097997c1;airflow-minio-1;0.10%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;29.03%; 238.1MiB / 7.463GiB;3.12%;4.49GB / 82.2MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.36%;80.57MiB / 7.463GiB;1.05%;77.8MB / 86.2MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.13%;13.12MiB / 7.463GiB;0.17%;1.42MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;63.06%; 1.836GiB / 7.463GiB;24.60%; 4.25GB / 4.49GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;2.44%;268.7MiB / 7.463GiB;3.52%;57MB / 57.6MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.11%;987.9MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.11%;210.9MiB / 7.463GiB;2.76%;8.2MB / 10.5MB; 0B / 0B;7
7f1a097997c1;airflow-minio-1;0.10%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;29.03%; 238.1MiB / 7.463GiB;3.12%;4.49GB / 82.2MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.36%;80.57MiB / 7.463GiB;1.05%;77.8MB / 86.2MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.13%;13.12MiB / 7.463GiB;0.17%;1.42MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.83%; 1.837GiB / 7.463GiB;24.61%; 4.25GB / 4.5GB; 0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;2.62%;268.7MiB / 7.463GiB;3.52%;57.1MB / 57.7MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.10%;987.9MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.75%;210.9MiB / 7.463GiB;2.76%;8.21MB / 10.5MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.10%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.86%; 238.4MiB / 7.463GiB;3.12%;4.49GB / 82.3MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.23%;80.58MiB / 7.463GiB;1.05%;77.8MB / 86.2MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.10%;13.12MiB / 7.463GiB;0.17%;1.42MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.83%; 1.837GiB / 7.463GiB;24.61%; 4.25GB / 4.5GB; 0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;2.62%;268.7MiB / 7.463GiB;3.52%;57.1MB / 57.7MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.10%;987.9MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.75%;210.9MiB / 7.463GiB;2.76%;8.21MB / 10.5MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.10%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.86%; 238.4MiB / 7.463GiB;3.12%;4.49GB / 82.3MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.23%;80.58MiB / 7.463GiB;1.05%;77.8MB / 86.2MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.10%;13.12MiB / 7.463GiB;0.17%;1.42MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.40%; 1.838GiB / 7.463GiB;24.62%; 4.25GB / 4.5GB; 0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;162.31%;269.9MiB / 7.463GiB;3.53%;57.1MB / 57.7MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;2.30%;987.9MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.91%;210.9MiB / 7.463GiB;2.76%;8.21MB / 10.5MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.10%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.80%; 238.4MiB / 7.463GiB;3.12%;4.49GB / 82.5MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.63%;80.57MiB / 7.463GiB;1.05%;77.8MB / 86.2MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;13.12MiB / 7.463GiB;0.17%;1.42MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.40%; 1.838GiB / 7.463GiB;24.62%; 4.25GB / 4.5GB; 0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;162.31%;269.9MiB / 7.463GiB;3.53%;57.1MB / 57.7MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;2.30%;987.9MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.91%;210.9MiB / 7.463GiB;2.76%;8.21MB / 10.5MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.10%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.80%; 238.4MiB / 7.463GiB;3.12%;4.49GB / 82.5MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.63%;80.57MiB / 7.463GiB;1.05%;77.8MB / 86.2MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;13.12MiB / 7.463GiB;0.17%;1.42MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;103.88%;1.848GiB / 7.463GiB;24.76%; 4.25GB / 4.5GB; 0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;3.16%;269.9MiB / 7.463GiB;3.53%;57.1MB / 57.7MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.11%;987.9MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.89%;210.9MiB / 7.463GiB;2.76%;8.22MB / 10.5MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.09%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;20.33%; 238.4MiB / 7.463GiB;3.12%;4.5GB / 82.6MB; 0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.66%;80.57MiB / 7.463GiB;1.05%;77.9MB / 86.3MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;13.12MiB / 7.463GiB;0.17%;1.42MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;103.88%;1.848GiB / 7.463GiB;24.76%; 4.25GB / 4.5GB; 0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;3.16%;269.9MiB / 7.463GiB;3.53%;57.1MB / 57.7MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.11%;987.9MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.89%;210.9MiB / 7.463GiB;2.76%;8.22MB / 10.5MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.09%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;20.33%; 238.4MiB / 7.463GiB;3.12%;4.5GB / 82.6MB; 0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.66%;80.57MiB / 7.463GiB;1.05%;77.9MB / 86.3MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;13.12MiB / 7.463GiB;0.17%;1.42MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;160.14%;1.887GiB / 7.463GiB;25.28%; 4.25GB / 4.51GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.96%;269.9MiB / 7.463GiB;3.53%;57.1MB / 57.7MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.09%;987.9MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.87%;210.9MiB / 7.463GiB;2.76%;8.22MB / 10.5MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.11%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.17%; 238.6MiB / 7.463GiB;3.12%;4.5GB / 82.7MB; 0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.60%;80.57MiB / 7.463GiB;1.05%;77.9MB / 86.3MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.83%;13.12MiB / 7.463GiB;0.17%;1.42MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;160.14%;1.887GiB / 7.463GiB;25.28%; 4.25GB / 4.51GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.96%;269.9MiB / 7.463GiB;3.53%;57.1MB / 57.7MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.09%;987.9MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.87%;210.9MiB / 7.463GiB;2.76%;8.22MB / 10.5MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.11%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.17%; 238.6MiB / 7.463GiB;3.12%;4.5GB / 82.7MB; 0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.60%;80.57MiB / 7.463GiB;1.05%;77.9MB / 86.3MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.83%;13.12MiB / 7.463GiB;0.17%;1.42MB / 1.2MB; 0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;86.66%; 1.835GiB / 7.463GiB;24.58%; 4.25GB / 4.51GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;41.15%; 293.9MiB / 7.463GiB;3.85%;57.2MB / 57.8MB;0B / 0B;5
ab0ed3240741;airflow-airflow-webserver-1;2.34%;988MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.09%;210.9MiB / 7.463GiB;2.76%;8.23MB / 10.5MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.09%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;29.24%; 238.8MiB / 7.463GiB;3.13%;4.5GB / 82.8MB; 0B / 0B;8
8a393fb6dae8;airflow-postgres-1;8.05%;82.83MiB / 7.463GiB;1.08%;78MB / 86.4MB;0B / 0B;26
931cd589197c;airflow-redis-1;0.21%;13.12MiB / 7.463GiB;0.17%;1.42MB / 1.21MB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;86.66%; 1.835GiB / 7.463GiB;24.58%; 4.25GB / 4.51GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;41.15%; 293.9MiB / 7.463GiB;3.85%;57.2MB / 57.8MB;0B / 0B;5
ab0ed3240741;airflow-airflow-webserver-1;2.34%;988MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.09%;210.9MiB / 7.463GiB;2.76%;8.23MB / 10.5MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.09%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;29.24%; 238.8MiB / 7.463GiB;3.13%;4.5GB / 82.8MB; 0B / 0B;8
8a393fb6dae8;airflow-postgres-1;8.05%;82.83MiB / 7.463GiB;1.08%;78MB / 86.4MB;0B / 0B;26
931cd589197c;airflow-redis-1;0.21%;13.12MiB / 7.463GiB;0.17%;1.42MB / 1.21MB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.83%; 1.835GiB / 7.463GiB;24.58%; 4.25GB / 4.51GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;17.21%; 269.9MiB / 7.463GiB;3.53%;57.2MB / 57.8MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.11%;987.9MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.93%;210.9MiB / 7.463GiB;2.76%;8.23MB / 10.5MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.09%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.81%; 239MiB / 7.463GiB;3.13%;4.51GB / 83MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;4.60%;80.65MiB / 7.463GiB;1.06%;78MB / 86.4MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;13.12MiB / 7.463GiB;0.17%;1.43MB / 1.21MB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.83%; 1.835GiB / 7.463GiB;24.58%; 4.25GB / 4.51GB;0B / 0B;24
bc99e134b647;airflow-airflow-scheduler-1;17.21%; 269.9MiB / 7.463GiB;3.53%;57.2MB / 57.8MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.11%;987.9MiB / 7.463GiB;12.93%; 19.6MB / 10.7MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.93%;210.9MiB / 7.463GiB;2.76%;8.23MB / 10.5MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.09%;201.5MiB / 7.463GiB;2.64%;2.42MB / 4.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.81%; 239MiB / 7.463GiB;3.13%;4.51GB / 83MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;4.60%;80.65MiB / 7.463GiB;1.06%;78MB / 86.4MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;13.12MiB / 7.463GiB;0.17%;1.43MB / 1.21MB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;62.42%; 1.835GiB / 7.463GiB;24.59%; 4.25GB / 4.52GB;0B / 0B;24
