CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
432fe0e596ed;airflow-airflow-triggerer-1;0.86%;225.6MiB / 7.463GiB;2.95%;5.05MB / 6.44MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.84%;208.8MiB / 7.463GiB;2.73%;1.38MB / 2.16GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.94%;388.5MiB / 7.463GiB;5.08%;2.45GB / 17.4MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.37%;84.68MiB / 7.463GiB;1.11%;46.8MB / 51.5MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;12.84MiB / 7.463GiB;0.17%;878kB / 742kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;68.55%;1.155GiB / 7.463GiB;15.47%;2.18GB / 2.46GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.73%;276.8MiB / 7.463GiB;3.62%;33.9MB / 34.4MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;2.30%;1.106GiB / 7.463GiB;14.83%;11.6MB / 6.51MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;40.65%;241.4MiB / 7.463GiB;3.16%;5.06MB / 6.44MB;0B / 0B;9
7f1a097997c1;airflow-minio-1;0.84%;208.8MiB / 7.463GiB;2.73%;1.38MB / 2.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.44%;388.7MiB / 7.463GiB;5.09%;2.45GB / 17.4MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;5.73%;84.78MiB / 7.463GiB;1.11%;46.8MB / 51.6MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;12.84MiB / 7.463GiB;0.17%;878kB / 742kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;68.55%;1.155GiB / 7.463GiB;15.47%;2.18GB / 2.46GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.73%;276.8MiB / 7.463GiB;3.62%;33.9MB / 34.4MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;2.30%;1.106GiB / 7.463GiB;14.83%;11.6MB / 6.51MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;40.65%;241.4MiB / 7.463GiB;3.16%;5.06MB / 6.44MB;0B / 0B;9
7f1a097997c1;airflow-minio-1;0.84%;208.8MiB / 7.463GiB;2.73%;1.38MB / 2.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;25.44%;388.7MiB / 7.463GiB;5.09%;2.45GB / 17.4MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;5.73%;84.78MiB / 7.463GiB;1.11%;46.8MB / 51.6MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;12.84MiB / 7.463GiB;0.17%;878kB / 742kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;69.16%;1.146GiB / 7.463GiB;15.35%;2.19GB / 2.46GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.75%;276.8MiB / 7.463GiB;3.62%;33.9MB / 34.4MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.10%;1.106GiB / 7.463GiB;14.83%;11.6MB / 6.51MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;97.08%;294.3MiB / 7.463GiB;3.85%;5.06MB / 6.45MB;0B / 0B;9
7f1a097997c1;airflow-minio-1;0.90%;208.8MiB / 7.463GiB;2.73%;1.39MB / 2.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;23.27%;389.2MiB / 7.463GiB;5.09%;2.46GB / 17.5MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.43%;84.5MiB / 7.463GiB;1.11%;46.8MB / 51.6MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;12.84MiB / 7.463GiB;0.17%;879kB / 743kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;69.16%;1.146GiB / 7.463GiB;15.35%;2.19GB / 2.46GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.75%;276.8MiB / 7.463GiB;3.62%;33.9MB / 34.4MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.10%;1.106GiB / 7.463GiB;14.83%;11.6MB / 6.51MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;97.08%;294.3MiB / 7.463GiB;3.85%;5.06MB / 6.45MB;0B / 0B;9
7f1a097997c1;airflow-minio-1;0.90%;208.8MiB / 7.463GiB;2.73%;1.39MB / 2.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;23.27%;389.2MiB / 7.463GiB;5.09%;2.46GB / 17.5MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.43%;84.5MiB / 7.463GiB;1.11%;46.8MB / 51.6MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;12.84MiB / 7.463GiB;0.17%;879kB / 743kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;69.61%;1.149GiB / 7.463GiB;15.40%;2.19GB / 2.47GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;6.49%;276.8MiB / 7.463GiB;3.62%;34MB / 34.4MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.10%;1.106GiB / 7.463GiB;14.83%;11.6MB / 6.51MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;89.34%;229.5MiB / 7.463GiB;3.00%;5.07MB / 6.46MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.78%;208.8MiB / 7.463GiB;2.73%;1.39MB / 2.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;23.85%;389.4MiB / 7.463GiB;5.09%;2.46GB / 17.5MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;3.66%;84.5MiB / 7.463GiB;1.11%;46.9MB / 51.6MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;12.84MiB / 7.463GiB;0.17%;880kB / 743kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;69.61%;1.149GiB / 7.463GiB;15.40%;2.19GB / 2.47GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;6.49%;276.8MiB / 7.463GiB;3.62%;34MB / 34.4MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.10%;1.106GiB / 7.463GiB;14.83%;11.6MB / 6.51MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;89.34%;229.5MiB / 7.463GiB;3.00%;5.07MB / 6.46MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.78%;208.8MiB / 7.463GiB;2.73%;1.39MB / 2.17GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;23.85%;389.4MiB / 7.463GiB;5.09%;2.46GB / 17.5MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;3.66%;84.5MiB / 7.463GiB;1.11%;46.9MB / 51.6MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;12.84MiB / 7.463GiB;0.17%;880kB / 743kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;74.79%;1.153GiB / 7.463GiB;15.45%;2.2GB / 2.47GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.47%;276.8MiB / 7.463GiB;3.62%;34MB / 34.5MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;3.20%;1.107GiB / 7.463GiB;14.83%;11.6MB / 6.53MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.46%;229.4MiB / 7.463GiB;3.00%;5.08MB / 6.47MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.46%;208.8MiB / 7.463GiB;2.73%;1.39MB / 2.18GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;21.11%;389.6MiB / 7.463GiB;5.10%;2.47GB / 17.5MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;3.30%;84.51MiB / 7.463GiB;1.11%;46.9MB / 51.7MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.14%;12.84MiB / 7.463GiB;0.17%;881kB / 744kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;74.79%;1.153GiB / 7.463GiB;15.45%;2.2GB / 2.47GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.47%;276.8MiB / 7.463GiB;3.62%;34MB / 34.5MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;3.20%;1.107GiB / 7.463GiB;14.83%;11.6MB / 6.53MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.46%;229.4MiB / 7.463GiB;3.00%;5.08MB / 6.47MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.46%;208.8MiB / 7.463GiB;2.73%;1.39MB / 2.18GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;21.11%;389.6MiB / 7.463GiB;5.10%;2.47GB / 17.5MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;3.30%;84.51MiB / 7.463GiB;1.11%;46.9MB / 51.7MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.14%;12.84MiB / 7.463GiB;0.17%;881kB / 744kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;74.07%;1.154GiB / 7.463GiB;15.46%;2.2GB / 2.48GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;10.83%;277.3MiB / 7.463GiB;3.63%;34MB / 34.5MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.12%;1.106GiB / 7.463GiB;14.83%;11.6MB / 6.53MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.83%;229.4MiB / 7.463GiB;3.00%;5.08MB / 6.47MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.93%;208.8MiB / 7.463GiB;2.73%;1.39MB / 2.18GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;20.58%;390MiB / 7.463GiB;5.10%;2.47GB / 17.6MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.66%;84.86MiB / 7.463GiB;1.11%;47MB / 51.7MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;12.84MiB / 7.463GiB;0.17%;881kB / 744kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;74.07%;1.154GiB / 7.463GiB;15.46%;2.2GB / 2.48GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;10.83%;277.3MiB / 7.463GiB;3.63%;34MB / 34.5MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.12%;1.106GiB / 7.463GiB;14.83%;11.6MB / 6.53MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.83%;229.4MiB / 7.463GiB;3.00%;5.08MB / 6.47MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.93%;208.8MiB / 7.463GiB;2.73%;1.39MB / 2.18GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;20.58%;390MiB / 7.463GiB;5.10%;2.47GB / 17.6MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.66%;84.86MiB / 7.463GiB;1.11%;47MB / 51.7MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;12.84MiB / 7.463GiB;0.17%;881kB / 744kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;70.03%;1.156GiB / 7.463GiB;15.48%;2.21GB / 2.48GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.83%;276.8MiB / 7.463GiB;3.62%;34MB / 34.5MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.11%;1.106GiB / 7.463GiB;14.83%;11.6MB / 6.53MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.96%;229.4MiB / 7.463GiB;3.00%;5.09MB / 6.48MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;1.28%;209.1MiB / 7.463GiB;2.74%;1.4MB / 2.19GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.83%;390.4MiB / 7.463GiB;5.11%;2.48GB / 17.6MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.50%;84.69MiB / 7.463GiB;1.11%;47MB / 51.7MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;12.84MiB / 7.463GiB;0.17%;882kB / 745kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;70.03%;1.156GiB / 7.463GiB;15.48%;2.21GB / 2.48GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.83%;276.8MiB / 7.463GiB;3.62%;34MB / 34.5MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.11%;1.106GiB / 7.463GiB;14.83%;11.6MB / 6.53MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.96%;229.4MiB / 7.463GiB;3.00%;5.09MB / 6.48MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;1.28%;209.1MiB / 7.463GiB;2.74%;1.4MB / 2.19GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.83%;390.4MiB / 7.463GiB;5.11%;2.48GB / 17.6MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.50%;84.69MiB / 7.463GiB;1.11%;47MB / 51.7MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;12.84MiB / 7.463GiB;0.17%;882kB / 745kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;69.88%;1.156GiB / 7.463GiB;15.49%;2.21GB / 2.49GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.26%;277.1MiB / 7.463GiB;3.63%;34MB / 34.5MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;2.44%;1.107GiB / 7.463GiB;14.83%;11.6MB / 6.55MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.26%;229.4MiB / 7.463GiB;3.00%;5.09MB / 6.49MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;2.35%;208.9MiB / 7.463GiB;2.73%;1.4MB / 2.19GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;23.56%;390.7MiB / 7.463GiB;5.11%;2.48GB / 17.7MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.53%;84.51MiB / 7.463GiB;1.11%;47MB / 51.8MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.14%;12.84MiB / 7.463GiB;0.17%;882kB / 746kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;69.88%;1.156GiB / 7.463GiB;15.49%;2.21GB / 2.49GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.26%;277.1MiB / 7.463GiB;3.63%;34MB / 34.5MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;2.44%;1.107GiB / 7.463GiB;14.83%;11.6MB / 6.55MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.26%;229.4MiB / 7.463GiB;3.00%;5.09MB / 6.49MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;2.35%;208.9MiB / 7.463GiB;2.73%;1.4MB / 2.19GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;23.56%;390.7MiB / 7.463GiB;5.11%;2.48GB / 17.7MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.53%;84.51MiB / 7.463GiB;1.11%;47MB / 51.8MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.14%;12.84MiB / 7.463GiB;0.17%;882kB / 746kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;69.99%;1.156GiB / 7.463GiB;15.50%;2.22GB / 2.49GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;16.29%;301.4MiB / 7.463GiB;3.94%;34.1MB / 34.6MB;0B / 0B;5
ab0ed3240741;airflow-airflow-webserver-1;1.56%;1.107GiB / 7.463GiB;14.83%;11.6MB / 6.55MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.76%;229.4MiB / 7.463GiB;3.00%;5.1MB / 6.49MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.89%;208.8MiB / 7.463GiB;2.73%;1.4MB / 2.2GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.45%;391MiB / 7.463GiB;5.12%;2.49GB / 17.7MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;3.77%;84.5MiB / 7.463GiB;1.11%;47.1MB / 51.8MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;12.84MiB / 7.463GiB;0.17%;883kB / 747kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;69.99%;1.156GiB / 7.463GiB;15.50%;2.22GB / 2.49GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;16.29%;301.4MiB / 7.463GiB;3.94%;34.1MB / 34.6MB;0B / 0B;5
ab0ed3240741;airflow-airflow-webserver-1;1.56%;1.107GiB / 7.463GiB;14.83%;11.6MB / 6.55MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.76%;229.4MiB / 7.463GiB;3.00%;5.1MB / 6.49MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.89%;208.8MiB / 7.463GiB;2.73%;1.4MB / 2.2GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.45%;391MiB / 7.463GiB;5.12%;2.49GB / 17.7MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;3.77%;84.5MiB / 7.463GiB;1.11%;47.1MB / 51.8MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;12.84MiB / 7.463GiB;0.17%;883kB / 747kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;71.53%;1.157GiB / 7.463GiB;15.51%;2.22GB / 2.5GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;18.36%;276.9MiB / 7.463GiB;3.62%;34.1MB / 34.6MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.11%;1.107GiB / 7.463GiB;14.83%;11.6MB / 6.55MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.30%;229.4MiB / 7.463GiB;3.00%;5.1MB / 6.5MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.07%;208.8MiB / 7.463GiB;2.73%;1.4MB / 2.2GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;23.62%;391.6MiB / 7.463GiB;5.12%;2.5GB / 17.7MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;3.47%;84.5MiB / 7.463GiB;1.11%;47.1MB / 51.9MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.73%;12.9MiB / 7.463GiB;0.17%;883kB / 747kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;71.53%;1.157GiB / 7.463GiB;15.51%;2.22GB / 2.5GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;18.36%;276.9MiB / 7.463GiB;3.62%;34.1MB / 34.6MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.11%;1.107GiB / 7.463GiB;14.83%;11.6MB / 6.55MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.30%;229.4MiB / 7.463GiB;3.00%;5.1MB / 6.5MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.07%;208.8MiB / 7.463GiB;2.73%;1.4MB / 2.2GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;23.62%;391.6MiB / 7.463GiB;5.12%;2.5GB / 17.7MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;3.47%;84.5MiB / 7.463GiB;1.11%;47.1MB / 51.9MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.73%;12.9MiB / 7.463GiB;0.17%;883kB / 747kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;68.97%;1.156GiB / 7.463GiB;15.49%;2.22GB / 2.5GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.63%;276.7MiB / 7.463GiB;3.62%;34.1MB / 34.6MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;2.40%;1.106GiB / 7.463GiB;14.81%;11.7MB / 6.57MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.99%;228.9MiB / 7.463GiB;3.00%;5.11MB / 6.51MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;1.01%;208.8MiB / 7.463GiB;2.73%;1.41MB / 2.2GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.63%;390MiB / 7.463GiB;5.10%;2.5GB / 17.8MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.10%;84.68MiB / 7.463GiB;1.11%;47.2MB / 51.9MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;12.88MiB / 7.463GiB;0.17%;884kB / 748kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;68.97%;1.156GiB / 7.463GiB;15.49%;2.22GB / 2.5GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.63%;276.7MiB / 7.463GiB;3.62%;34.1MB / 34.6MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;2.40%;1.106GiB / 7.463GiB;14.81%;11.7MB / 6.57MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.99%;228.9MiB / 7.463GiB;3.00%;5.11MB / 6.51MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;1.01%;208.8MiB / 7.463GiB;2.73%;1.41MB / 2.2GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.63%;390MiB / 7.463GiB;5.10%;2.5GB / 17.8MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.10%;84.68MiB / 7.463GiB;1.11%;47.2MB / 51.9MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;12.88MiB / 7.463GiB;0.17%;884kB / 748kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;68.97%;1.156GiB / 7.463GiB;15.49%;2.22GB / 2.5GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.63%;276.7MiB / 7.463GiB;3.62%;34.1MB / 34.6MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;2.40%;1.106GiB / 7.463GiB;14.81%;11.7MB / 6.57MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.99%;228.9MiB / 7.463GiB;3.00%;5.11MB / 6.51MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.89%;208.8MiB / 7.463GiB;2.73%;1.41MB / 2.21GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.63%;390MiB / 7.463GiB;5.10%;2.5GB / 17.8MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.10%;84.68MiB / 7.463GiB;1.11%;47.2MB / 51.9MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.12%;12.88MiB / 7.463GiB;0.17%;884kB / 748kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;69.45%;1.155GiB / 7.463GiB;15.48%;2.23GB / 2.51GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.90%;276.4MiB / 7.463GiB;3.62%;34.2MB / 34.7MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.10%;1.104GiB / 7.463GiB;14.79%;11.7MB / 6.57MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.28%;228.3MiB / 7.463GiB;2.99%;5.11MB / 6.51MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.89%;208.8MiB / 7.463GiB;2.73%;1.41MB / 2.21GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.69%;387.3MiB / 7.463GiB;5.07%;2.51GB / 17.8MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;4.90%;84.61MiB / 7.463GiB;1.11%;47.2MB / 52MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;12.86MiB / 7.463GiB;0.17%;885kB / 748kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;69.45%;1.155GiB / 7.463GiB;15.48%;2.23GB / 2.51GB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.90%;276.4MiB / 7.463GiB;3.62%;34.2MB / 34.7MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.10%;1.104GiB / 7.463GiB;14.79%;11.7MB / 6.57MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.28%;228.3MiB / 7.463GiB;2.99%;5.11MB / 6.51MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.89%;208.8MiB / 7.463GiB;2.73%;1.41MB / 2.21GB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.69%;387.3MiB / 7.463GiB;5.07%;2.51GB / 17.8MB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;4.90%;84.61MiB / 7.463GiB;1.11%;47.2MB / 52MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;12.86MiB / 7.463GiB;0.17%;885kB / 748kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
